empresa;local_id;local_nombre;local_region;local_comuna;local_direccion;local_rpm;local_convenio;laboratorio;fecha_emision;fecha_muestreo;tipo_muestreo;tipo_monitoreo;aceites_grasas;ph;dbo5;dqo;fosforo;nitrogeno_amoniacal;poder_espumogeno;solidos_sedimentables;solidos_suspendidos_totales;volumen_de_descarga_diaria;volumen_de_descarga_mensual;aluminio;arsenico;boro;cadmio;cianuro;zinc;cobre;cromo_total;cromo_hexavalente;hidrocarburos_totales;manganeso;mercurio;niquel;plomo;sulfatos;sulfuros;created_at
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;CESMEC;;28-09-2025;RESUMEN;AUTOCONTROL;;;;;;;;;4,39;131,7;;;;;;;;;;;;;;;;;;
RENDIC;105;IQUIQUE CENTRO;I - Tarapacá;Iquique;Tarapaca 579;4051;TERMINADO;CESMEC;;24-09-2025;RESUMEN;AUTOCONTROL;11;6,78;225;1;7,2;30,6;0,3;84;5,92;177,6;;;;;;;;;;;;;;;;;23,54;
LOGISTICA;9051;CD NUEVO COQUIMBO;IV - Coquimbo;Coquimbo;PAN DE AZUCAR S/N;0;SIN CONVENIO;CESMEC;;29-09-2025;COMPLETO;AUTOCONTROL;2;7,6;24;2;2,5;12,6;;17;;0;0,1;0,002;0,3067;0,01;0,1;0,086;0,05;;0,05;5;0,0358;0,001;0,05;0,01;193;0,5;17,1;
RENDIC;771;MIRASOL;X - Los Lagos;Puerto Montt;Av. La Cruz 2006;3723;SIN CONVENIO;CESMEC;;30-09-2025;RESUMEN;AUTOCONTROL;22;6,8;61;3;8,7;18,1;17;116;5;150;;;;;;;;;;;;;;;;;14,06;
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875;SIN CONVENIO;CESMEC;;30-09-2025;RESUMEN;AUTOCONTROL;6;7,39;261;5;14,8;35;1;64;7,935;238,05;;;;;;;;;;;;;;;;;11,46;
RENDIC;344;CURICO ALAMEDA;VII - Maule;Curicó;Estado 43;4530;SIN CONVENIO;CESMEC;;25-09-2025;COMPLETO;AUTOCONTROL;6;7,49;22;1;1,5;1,4;0,3;28;8;240;0,23;0,003;0,04;0,0003;0,02;0,183;0,079;0,0029;0,01;2;0,1;0,0002;0,05;0,03;112;;20,25;
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735;SIN CONVENIO;CESMEC;;30-09-2025;RESUMEN;AUTOCONTROL;8;6,69;186;6;6;6,2;0,5;86;1,42;42,6;;;;;;;;;;;;;;;;;16,2;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;CESMEC;;25-09-2025;RESUMEN;AUTOCONTROL;114;7,3;798;1;17;19;0,1;1668;7;210;;;;;;;;;;;;;;;;;14,25;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420;CONVENIO;CESMEC;;27-09-2025;RESUMEN;AUTOCONTROL;2;6,65;53;1;7,7;5,9;0,1;13;8,35;250,5;;;;;;;;;;;;;;;;;22,25;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;CESMEC;;29-09-2025;RESUMEN;AUTOCONTROL;21;6,93;309;3;10,7;28,4;1,3;84;8,52;255,6;;;;;;;;;;;;;;;;;23,03;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;CESMEC;;30-09-2025;RESUMEN;AUTOCONTROL;16;6,68;348;5;14,3;28,4;7;156;9,58;287,4;;;;;;;;;;;;;;;;;24,24;
RENDIC;5;LAS COMPAÑIAS;IV - Coquimbo;La Serena;Nicaragua 1571;2644;SIN CONVENIO;CESMEC;;07-08-2025;RESUMEN;CONTROL DIRECTO;6,66;7,9;98;2;5,21;22,4;1;48;4,572;137,16;;;;;;;;;;;;;;;;;16,9;
RENDIC;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298;TERMINADO;CESMEC;;29-09-2025;RESUMEN;AUTOCONTROL;14;6,68;300;1;12,3;17,4;1,4;112;3;90;;;;;;;;;;;;;;;;;16,25;
RENDIC;34;LA CHIMBA;II - Antofagasta;Antofagasta;Pedro Aguirre Cerda 8700;0;SIN CONVENIO;CESMEC;;29-09-2025;RESUMEN;AUTOCONTROL;43;7,5;719;1;6,5;5,8;1,5;160;0,73;21,9;;;;;;;;;;;;;;;;;20,89;
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420;CONVENIO;ANAM;;11-09-2025;RESUMEN;CONTROL DIRECTO;14;6,74;146;3;5,2;21,03;4,5;50;5,832;174,96;;;;;;;;;;;;;;;;;13,7;
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420;CONVENIO;ANAM;;09-09-2025;RESUMEN;CONTROL DIRECTO;14;8,49;91;2;5;16,13;1;48;1,296;38,88;;;;;;;;;;;;;;;;;12;
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420;CONVENIO;CESMEC;;06-10-2025;COMPLETO;AUTOCONTROL;2;6,59;478;3;8,8;10,8;0,2;112;8;240;0,253;0,003;0,164;0,0008;0,02;6,471;0,0576;0,023;0,01;2;0,1;0,0002;0,05;0,03;107;0,01;10,37;
RENDIC;442;COYHAIQUE;XI - Aysén;Coyhaique;Lautaro 331;1320;SIN CONVENIO;AGUAS PATAGONIA;;29-09-2025;RESUMEN;CONTROL DIRECTO;21;7,92;836;4;24,28;40;4;130;5,1;153;;;;;;;;;;;;;;;;;10,2;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;BIODIVERSA;;03-09-2025;RESUMEN;CONTROL DIRECTO;6,65;;161;19;3,7;3,9;1;44,6;;0;;;;;;;;;;;;;;;;;;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;BIODIVERSA;;04-09-2025;RESUMEN;CONTROL DIRECTO;39,5;;237;74,3;9,1;45,6;1;240;;0;;;;;;;;;;;;;;;;;;
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420;CONVENIO;BIODIVERSA;;07-10-2025;COMPLETO;AUTOCONTROL;2;6,58;169;1;14,5;15,3;0,5;50;18;540;0,166;0,003;0,238;0,00002;0,02;0,5249;0,194;0,003;0,01;2;0,1;0,0002;0,05;0,03;132;0,01;10,76;
RENDIC;33;COVIEFI;II - Antofagasta;Antofagasta;Av. Argentina 1910;0;SIN CONVENIO;ANAM;;28-08-2025;RESUMEN;CONTROL DIRECTO;14;7,93;39;0,8;4,54;34,06;56;35;2,984;89,52;;;;;;;;;;;;;;;19;0,03;24,9;
RENDIC;442;COYHAIQUE;XI - Aysén;Coyhaique;Lautaro 331;1320;SIN CONVENIO;AGUAS PATAGONIA;;11-09-2025;COMPLETO;AUTOCONTROL;1,3;7,81;227;2;13,2;0,57;1;137;0,143;4,29;0,586;0,001;0,073;0,002;0,02;0,179;0,043;0,005;0,005;1;0,119;0,0005;0,01;0,02;5;0,21;11,9;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;21-10-2025;RESUMEN;AUTOCONTROL;30;8,2;233;1;11,2;23,9;1,5;144;;0;;;;;;;;;;;;;;;;;19,6;
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868;TERMINADO;CESMEC;;22-10-2025;RESUMEN;AUTOCONTROL;21;7,55;139;1;8,2;33,8;0,2;40;30,96;928,8;;;;;;;;;;;;;;;;;18,7;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0;SIN CONVENIO;CESMEC;;22-10-2025;RESUMEN;AUTOCONTROL;142;7,4;242;1;3,2;12,8;1;72;;0;;;;;;;;;;;;;;;;;22,1;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;CESMEC;;22-10-2025;RESUMEN;AUTOCONTROL;15;6,94;302;3;22,2;70,7;0,1;44;;0;;;;;;;;;;;;;;;;;24,28;
RENDIC;34;LA CHIMBA;II - Antofagasta;Antofagasta;Pedro Aguirre Cerda 8700;0;SIN CONVENIO;CESMEC;;23-10-2025;RESUMEN;AUTOCONTROL;22;7,71;123;1;6,5;25,6;0,5;36;1,16;34,8;;;;;;;;;;;;;;;;;21,61;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;CESMEC;;24-10-2025;RESUMEN;AUTOCONTROL;2;7,91;20;1;3,1;4,3;0,3;8;1,13;33,9;;;;;;;;;;;;;;;;;22,14;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;CESMEC;;21-10-2025;RESUMEN;AUTOCONTROL;9;7,9;461;3;12;16,4;0,1;56;;0;;;;;;;;;;;;;;;;;18,4;
MAYORISTA;3143;M10 TEMUCO IV;IX - Araucanía;Temuco;Francisco Salazar 01650;4422;CONVENIO;CESMEC;;23-10-2025;RESUMEN;AUTOCONTROL;4;7,24;25;1;1,7;6,1;17;4;3;90;;;;;;;;;;;;;;;;;14,85;
MAYORISTA;3022;M10 TEMUCO II;IX - Araucanía;Temuco;Pedro De Valdivia 2285;3721;CONVENIO;CESMEC;;23-10-2025;RESUMEN;AUTOCONTROL;4;7,3;310;10;8,7;27,3;35;84;;0;;;;;;;;;;;;;;;;;14,9;
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552;SIN CONVENIO;CESMEC;;27-10-2025;RESUMEN;AUTOCONTROL;8,1;7,58;84;2;3,5;24,88;0,5;44;0,68;20,4;;;;;;;;;;10;;;;;;;21,07;
RENDIC;28;PARQUE;II - Antofagasta;Antofagasta;Av. Jose Miguel Carrera 1527;0;SIN CONVENIO;CESMEC;;27-08-2025;RESUMEN;CONTROL DIRECTO;14;7,51;23;0,8;;3,6;0,2;25;4,073;122,19;;;;;;;;;;;;;;;2726;;21,6;
RENDIC;6;SINDEMPART;IV - Coquimbo;Coquimbo;El Sauce 981;0;SIN CONVENIO;CESMEC;;15-10-2025;RESUMEN;AUTOCONTROL;2;8,78;1110;5;9,8;6,8;0,1;140;0,88;26,4;;;;;;;;;;;;;;;;;17,06;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;CESMEC;;23-10-2025;RESUMEN;AUTOCONTROL;8;7,18;238;1;8,4;17,6;0,1;40;0,77;23,1;;;;;;;;;;;;;;;;;23,92;
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0;SIN CONVENIO;CESMEC;;23-10-2025;RESUMEN;AUTOCONTROL;9;7,7;439;3;14,4;56,8;0,1;60;;0;;;;;;;;;;;;;;;;;22,8;
LOGISTICA;9051;CD NUEVO COQUIMBO;IV - Coquimbo;Coquimbo;PAN DE AZUCAR S/N;0;SIN CONVENIO;CESMEC;;28-10-2025;COMPLETO;AUTOCONTROL;2,3;7,7;10;2;1,2;;;10;;0;0,1;0,002;0,1863;0,01;0,1;0,05;0,05;;0,05;5;0,0159;0,001;0,05;0,01;193;0,5;22,3;
RENDIC;477;CURAUMA;V - Valparaiso;Valparaíso;Obispo Valdes 1170;2721;SIN CONVENIO;CESMEC;;03-11-2025;RESUMEN;AUTOCONTROL;82,7;7,53;481;2;8,5;30,61;3;235,7;1,08;32,4;;;;;;;;;;;;;;;;;20,46;
MAYORISTA;3503;S10 PORTALES;RM - Santiago;San Bernardo;Av. Portales Oriente 1701;0;SIN CONVENIO;AGUAS ANDINAS;;23-07-2025;RESUMEN;CONTROL DIRECTO;25;8,85;150;0,8;5,14;34,44;1;140;;0;;;;;;;;;;;;;;;;;21,6;
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;CESMEC;;24-10-2025;RESUMEN;AUTOCONTROL;4;7,39;121;9;3,4;4,77;0,5;34;1,35;40,5;;;;;;;;;;;;;;;;;11,5;
RENDIC;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298;TERMINADO;CESMEC;;02-10-2025;RESUMEN;AUTOCONTROL;16;7,46;290;1;15;33,1;1;148;0,81;24,3;;;;;;;;;;;;;;;;;16,67;
ALVI;3197;ALVI PICARTE VALDIVIA;XIV - Los Ríos;Valdivia;Av. Ramon Picarte 2593;1961;CONVENIO;ANAM;;22-10-2025;RESUMEN;CONTROL DIRECTO;14;8,74;249;2;9;76,63;1,2;79;0,088;2,64;;;;;;;;;;;;;;;;;10,3;
RENDIC;763;JUAN SOLER;X - Los Lagos;Puerto Montt;Juan Soler Manfredini 51;0;SIN CONVENIO;SURALIS;;24-10-2025;RESUMEN;CONTROL DIRECTO;20;7,9;381;2;11,5;72,2;24;284;7;210;;;;;;;;;;;;;;;;;15,6;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;ANAM;;14-10-2025;RESUMEN;CONTROL DIRECTO;14;7,3;357;20;10;45,8;1;204;2;60;;;;;;;;;;;;;;;;;12,4;
RENDIC;789;FRUTILLAR III;X - Los Lagos;Frutillar;Arturo Alessandri 381;0;SIN CONVENIO;SURALIS;;03-11-2025;RESUMEN;CONTROL DIRECTO;14;7,7;227;2;7,3;45,8;2;149;11;330;;;;;;;;;;;;;;;;;13,9;
RENDIC;771;MIRASOL;X - Los Lagos;Puerto Montt;Av. La Cruz 2006;3723;SIN CONVENIO;SURALIS;;06-11-2025;RESUMEN;CONTROL DIRECTO;14;7,62;172;2;14,5;147,5;0,5;67;;0;;;;;;;;;;;;;;;;;19,9;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;SURALIS;;27-10-2025;RESUMEN;CONTROL DIRECTO;44;8,9;1130;2;12,2;25,8;5;640;12;360;;;;;;;;;;;;;;;;;12,9;
RENDIC;780;VICTORIA;X - Los Lagos;Osorno;Victoria 367 Rahue Bajo;1362;SIN CONVENIO;SURALIS;;24-10-2025;RESUMEN;CONTROL DIRECTO;14;6,9;133;2;9;28,6;0,5;54;1;30;;;;;;;;;;;;;;;;;15;
RENDIC;111;CALAMA II;II - Antofagasta;Calama;Aconcagua 2588;2966;SIN CONVENIO;CESMEC;;07-11-2025;RESUMEN;AUTOCONTROL;23,7;7,73;146;2;6;19,41;0,5;60;1,03;30,9;;;;;;;;;;;;;;;;;22,94;
RENDIC;46;CALAMA I;II - Antofagasta;Calama;Granaderos 3180;3035;SIN CONVENIO;CESMEC;;07-11-2025;RESUMEN;AUTOCONTROL;73,6;7,7;629;12;22,3;8,88;0,5;178;;0;;;;;;;;;;;;;;;;;21,44;
RENDIC;34;LA CHIMBA;II - Antofagasta;Antofagasta;Pedro Aguirre Cerda 8700;0;SIN CONVENIO;CESMEC;;05-11-2025;RESUMEN;AUTOCONTROL;24,6;7,61;212;3;8;30,61;0,5;77;1,04;31,2;;;;;;;;;;;;;;;;;23,3;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;25-11-2025;RESUMEN;AUTOCONTROL;25,2;7,33;197;2;12,4;26,2;0,5;72,7;224;6720;;;;;;;;;;;;;;;;;20,85;
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0;SIN CONVENIO;CESMEC;;26-11-2025;RESUMEN;AUTOCONTROL;9,1;7,55;251;7;13,2;25,3;0,5;30;0,78;23,4;;;;;;;;;;;;;;;;;23,14;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0;SIN CONVENIO;CESMEC;;25-11-2025;RESUMEN;AUTOCONTROL;6,3;7,38;11;2;9,3;23,1;0,5;10,8;0;0;;;;;;;;;;;;;;;;;23,86;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;CESMEC;;26-11-2025;RESUMEN;AUTOCONTROL;25,4;7,53;225;3;12,8;20,1;1,5;70,7;2,47;74,1;;;;;;;;;;;;;;;;;22,43;
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;CESMEC;;24-11-2025;RESUMEN;AUTOCONTROL;3,8;7,65;55;7;2,3;19,8;0,5;15,4;0;0;;;;;;;;;;;;;;;;;22,04;
MAYORISTA;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298;TERMINADO;CESMEC;;26-11-2025;RESUMEN;AUTOCONTROL;70,6;7,58;654;11;10,8;25,4;0,5;312;0,71;21,3;;;;;;;;;;;;;;;;;21,56;
LOGISTICA;9051;CD NUEVO COQUIMBO;IV - Coquimbo;Coquimbo;PAN DE AZUCAR S/N;0;SIN CONVENIO;CESMEC;;19-11-2025;COMPLETO;AUTOCONTROL;9,2;7,8;39;2;1,4;25;;16,7;0;0;0,2253;0,002;0,3102;0,01;0,1;0,057;0,05;0,05;0,05;5;0,0247;0,001;0,05;0,01;232;0,5;21,9;
LOGISTICA;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552;SIN CONVENIO;CESMEC;;25-11-2025;RESUMEN;AUTOCONTROL;14,5;6,65;66;4;3,8;25,99;0,5;12,8;1,77;53,1;;;;;;;;;;10;;;;;;;18,61;
RENDIC;344;CURICO ALAMEDA;VII - Maule;Curicó;Estado 43;4530;SIN CONVENIO;CESMEC;;27-11-2025;RESUMEN;AUTOCONTROL;;;;;;;;;0,67;20,1;;;;;;;;;;;;;;;;;;
RENDIC;555;GRANEROS;VI - O'Higgins;Graneros;Obispo Rafael Lira 042;4574;SIN CONVENIO;CESMEC;;27-11-2025;RESUMEN;AUTOCONTROL;24,2;7,5;361;37;4,5;12;5;167;0,33;9,9;;;;;;;;;;;;;;;;;20,89;
RENDIC;5;LAS COMPAÑIAS;IV - Coquimbo;La Serena;Nicaragua 1571;2644;SIN CONVENIO;CESMEC;;18-12-2025;COMPLETO;AUTOCONTROL;9,1;7,56;231;8;4,8;18;0,5;41;1,08;32,4;0,5942;0,003;0,5123;0,002;0,002;0,1359;0,0585;0,11;0,04;0;0,0648;0,001;0,0747;0,04;246;0,03;22,5;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;CESMEC;;29-12-2025;RESUMEN;AUTOCONTROL;3;6,84;496;15;8,3;4,5;0,6;71;;0;;;;;;;;;;;;;;;;;21,23;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;CESMEC;;29-12-2025;RESUMEN;AUTOCONTROL;8,9;7,26;12;3;0,3;3,9;0,2;25;;0;;;;;;;;;;;;;;;;;22,75;
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643;TERMINADO;CESMEC;;15-12-2025;COMPLETO;AUTOCONTROL;12,3;8,04;144;2;5,5;30;0,3;42;3,42;102,6;0,1408;0,005;0,5614;0,002;0,002;0,163;0,0701;0,05;0,03;0;0,0279;0,001;0,015;0,04;234;0,03;22,8;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;17-12-2025;RESUMEN;AUTOCONTROL;27,8;7,18;360;3;12,5;70;0,4;63;0,18;5,4;;;;;;;;;;;;;;;;;21,34;
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0;SIN CONVENIO;CESMEC;;17-12-2025;RESUMEN;AUTOCONTROL;16,1;7,53;382;10;13;47;0,2;61;5;150;;;;;;;;;;;;;;;;;21,86;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0;SIN CONVENIO;CESMEC;;29-12-2025;RESUMEN;AUTOCONTROL;9,8;6,84;13;2;4,5;13;0,1;7,2;;0;;;;;;;;;;;;;;;;;21,23;
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868;TERMINADO;CESMEC;;29-12-2025;RESUMEN;AUTOCONTROL;2;7,3;134;2;8;25;0,1;28;;313;;;;;;;;;;;;;;;;;23,35;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;CESMEC;;17-12-2025;RESUMEN;AUTOCONTROL;10,1;7,24;33;3;10,5;55;1;38;0,2;6;;;;;;;;;;;;;;;;;21,48;
RENDIC;46;CALAMA I;II - Antofagasta;Calama;Granaderos 3180;3035;SIN CONVENIO;CESMEC;;19-12-2025;COMPLETO;AUTOCONTROL;110,3;7,61;919;5;6,8;35;1;258;;0;0,4713;0,009;4,0279;0,002;0,002;0,2854;0,2066;0,05;0,03;4,9;0,0712;0,001;0,015;0,04;292;0,03;22,89;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;CESMEC;;22-12-2025;COMPLETO;AUTOCONTROL;30,4;6,76;420;3;12;26;5;110;0,32;9,6;;;;;;;;;;;;;;;;;24,84;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420;CONVENIO;CESMEC;;18-12-2025;RESUMEN;AUTOCONTROL;9,7;6,96;323;13;3,1;10;1,2;53;18,84;565,2;0,4398;0,006;4,3451;0,002;0,002;0,1549;0,0533;0,05;0,03;0;0,0479;0,001;0,015;0,04;397;0,03;23,5;
RENDIC;105;IQUIQUE CENTRO;I - Tarapacá;Iquique;Tarapaca 579;4051;TERMINADO;CESMEC;;29-12-2025;COMPLETO;AUTOCONTROL;2,4;7,86;110;2;7;30;0,3;23;1,24;37,2;;;;;;;;;;;;;;;;;23,86;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;CESMEC;;18-12-2025;RESUMEN;AUTOCONTROL;8,2;6,83;133;2;9;28;1;35;0,31;9,3;;;;;;;;;;;;;;;;;23,34;
RENDIC;111;CALAMA II;II - Antofagasta;Calama;Aconcagua 2588;2966;SIN CONVENIO;CESMEC;;19-12-2025;RESUMEN;AUTOCONTROL;19,5;7,96;285;2;6,5;18;1,2;76;0,94;28,2;;;;;;;;;;;;;;;;;24,16;
RENDIC;344;CURICO ALAMEDA;VII - Maule;Curicó;Estado 43;4530;SIN CONVENIO;CESMEC;;22-12-2025;RESUMEN;AUTOCONTROL;14,8;7,36;362;2;5,5;21;2,5;148;0,94;28,2;;;;;;;;;;;;;;;;;23,29;
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420;CONVENIO;CESMEC;;16-12-2025;COMPLETO;AUTOCONTROL;14,6;6,91;199;2;7,5;25;0,5;60;4;120;0,2108;0,003;0,05;0,002;0,002;0,1279;0,083;0,05;0,03;0;0,0378;0,001;0,015;0,04;16;0,04;13,64;
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420;CONVENIO;CESMEC;;;COMPLETO;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;CESMEC;;19-12-2025;VDD;AUTOCONTROL;;;;;;;;;21,7;651;;;;;;;;;;;;;;;;;;
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306;SIN CONVENIO;CESMEC;;26-12-2025;COMPLETO;AUTOCONTROL;9;7,98;281;6;12,8;54,6;0,5;128;1,66;49,8;0,48;0,002;0,05;0,001;0,01;0,104;0,043;0,01;0,02;2;0,04;0,0005;0,01;0,01;44,62;0,1;12,2;
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735;SIN CONVENIO;CESMEC;;15-12-2025;COMPLETO;AUTOCONTROL;7;6,13;192;17;4,3;5,15;0,5;84;6;180;0,49;0,001;0,05;0,001;0,01;0,104;0,043;0,01;0,02;2;0,04;0,0005;0,01;0,01;32,9;0,2;14,8;
RENDIC;461;ZENTENO AUSTRAL;XII - Magallanes;Punta Arenas;Capitan Guillermo 05;3736;SIN CONVENIO;CESMEC;;17-12-2025;COMPLETO;AUTOCONTROL;2;6,6;90;20;3,1;3,97;0,5;12;6;180;0,27;0,002;0,05;0,001;0,01;0,062;0,021;0,01;0,02;2;0,07;0,005;0,01;0,01;39,18;0,1;13,6;
RENDIC;463;BORIES AUSTRAL;XII - Magallanes;Punta Arenas;Gobernador Bories 647;3739;SIN CONVENIO;CESMEC;;17-12-2025;COMPLETO;AUTOCONTROL;7;7,01;181;2;10,7;10,92;0,5;82;16,45;493,5;0,38;0,003;0,05;0,001;0,01;0,104;0,083;0,01;0,02;2;0,06;0,0005;0,01;0,01;3,91;0,1;11,9;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;CESMEC;;19-12-2025;RESUMEN;AUTOCONTROL;18,8;6,63;185;2;4,5;15;0,5;56;;394;;;;;;;;;;;;;;;;;22,2;
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875;SIN CONVENIO;CESMEC;;29-12-2025;COMPLETO;AUTOCONTROL;10,1;6,58;306;2;6,5;15;5,1;80;2,6;78;0,7746;0,003;0,05;0,002;0,002;0,2371;0,0572;0,05;0,03;0,17;0,0911;0,001;0,015;0,04;10;0,04;9,9;
RENDIC;645;MEMBRILLAR;VI - O'Higgins;Rancagua;Av. Membrillar 10;84;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;771;MIRASOL;X - Los Lagos;Puerto Montt;Av. La Cruz 2006;3723;SIN CONVENIO;CESMEC;;11-12-2025;COMPLETO;AUTOCONTROL;91,9;6,88;518;2;8,8;16,5;14;504;2;60;3,9428;0,003;0,0649;0,002;0,002;1,2279;0,8822;0,05;0,03;11,45;0,1266;0,001;0,015;0,04;10;0,03;20,08;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;CESMEC;;30-12-2025;COMPLETO;AUTOCONTROL;7,8;6,34;223;8;1,5;3,5;0,1;77;0,8;24;0,2889;0,003;0,3757;0,002;0,003;0,1169;0,1327;0,05;0,03;0;0,0536;0,001;0,015;0,04;19;0,03;19,71;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;CESMEC;;23-12-2026;COMPLETO;AUTOCONTROL;29,3;6,09;238;2;5,8;25;4;98;8;240;2,4901;0,003;0,0589;0,002;0,002;1,2371;0,2996;0,05;0,03;0,2;0,2323;0,001;0,015;0,04;10;0,03;13,77;
